agent_id,신규여부,성별,연령,자산,진입일,초기보유종목수,초기총자산,모드_disposition_strength,모드_overconfidence,모드_lottery_preference,모드_herd_sensitivity
562,신규,남성,30대,1천만원이하,2020-03-26,0,6499185,natural,natural,natural,natural
563,기존,남성,40대,3천만원이하,2020-03-02,3,24333415,natural,natural,natural,natural
564,기존,남성,60대이상,1억원초과,2020-03-02,10,288549267,natural,natural,natural,natural
565,기존,남성,50대,1천만원이하,2020-03-02,2,1852455,natural,natural,natural,natural
566,기존,남성,30대,1억원이하,2020-03-02,11,99598567,natural,natural,natural,natural
567,신규,여성,30대,1천만원이하,2020-07-23,0,8976548,natural,natural,natural,natural
568,신규,남성,20대이하,1천만원이하,2020-10-26,0,5788149,natural,natural,natural,natural
569,기존,남성,20대이하,1억원이하,2020-03-02,7,97595089,natural,natural,natural,natural
570,기존,여성,60대이상,1억원이하,2020-03-02,11,93964743,natural,natural,natural,natural
571,신규,여성,40대,1억원이하,2020-08-14,0,30954236,natural,natural,natural,natural
572,기존,여성,30대,1천만원이하,2020-03-02,4,7215740,natural,natural,natural,natural
573,기존,여성,40대,1천만원이하,2020-03-02,1,2882942,natural,natural,natural,natural
574,신규,여성,40대,1천만원이하,2020-10-26,0,7254248,natural,natural,natural,natural
575,기존,남성,40대,1천만원이하,2020-03-02,3,2015764,natural,natural,natural,natural
576,기존,남성,50대,1억원이하,2020-03-02,10,37006220,natural,natural,natural,natural
577,신규,여성,40대,3천만원이하,2020-03-10,0,28646185,natural,natural,natural,natural
578,기존,여성,40대,1억원이하,2020-03-02,13,86201011,natural,natural,natural,natural
579,신규,여성,20대이하,1천만원이하,2020-10-30,0,6933228,natural,natural,natural,natural
580,신규,여성,30대,1천만원이하,2020-10-21,0,4447106,natural,natural,natural,natural
581,기존,남성,30대,3천만원이하,2020-03-02,10,12601396,natural,natural,natural,natural
582,기존,남성,40대,1억원초과,2020-03-02,17,173246025,natural,natural,natural,natural
583,기존,남성,50대,3천만원이하,2020-03-02,4,25295759,natural,natural,natural,natural
584,신규,남성,50대,1천만원이하,2020-08-20,0,5246111,natural,natural,natural,natural
585,기존,남성,50대,3천만원이하,2020-03-02,5,18766889,natural,natural,natural,natural
586,신규,여성,30대,1천만원이하,2020-08-11,0,2564354,natural,natural,natural,natural
587,기존,남성,40대,1억원이하,2020-03-02,14,95561182,natural,natural,natural,natural
588,신규,여성,50대,1억원이하,2020-08-18,0,97372232,natural,natural,natural,natural
589,신규,여성,40대,1천만원이하,2020-10-22,0,8781972,natural,natural,natural,natural
590,기존,여성,50대,1억원초과,2020-03-02,18,114887012,natural,natural,natural,natural
591,신규,여성,30대,1천만원이하,2020-03-16,0,9857642,natural,natural,natural,natural
592,신규,여성,50대,1천만원이하,2020-09-28,0,5232733,natural,natural,natural,natural
593,기존,여성,40대,3천만원이하,2020-03-02,8,12900719,natural,natural,natural,natural
594,기존,남성,40대,1억원이하,2020-03-02,9,42720942,natural,natural,natural,natural
595,기존,남성,30대,1천만원이하,2020-03-02,3,4951140,natural,natural,natural,natural
596,기존,남성,30대,3천만원이하,2020-03-02,5,23582401,natural,natural,natural,natural
597,기존,남성,50대,3천만원이하,2020-03-02,9,19842069,natural,natural,natural,natural
598,기존,남성,50대,1천만원이하,2020-03-02,4,5109206,natural,natural,natural,natural
599,신규,남성,50대,1천만원이하,2020-08-19,0,1206593,natural,natural,natural,natural
600,기존,남성,60대이상,1천만원이하,2020-03-02,1,5087438,natural,natural,natural,natural
601,기존,여성,50대,1천만원이하,2020-03-02,2,2342343,natural,natural,natural,natural
602,기존,여성,60대이상,3천만원이하,2020-03-02,7,13350031,natural,natural,natural,natural
603,기존,여성,40대,3천만원이하,2020-03-02,2,29138648,natural,natural,natural,natural
604,기존,남성,40대,1천만원이하,2020-03-02,3,1157568,natural,natural,natural,natural
605,기존,남성,50대,1억원이하,2020-03-02,13,89417058,natural,natural,natural,natural
606,신규,여성,40대,1천만원이하,2020-04-21,0,6276631,natural,natural,natural,natural
607,기존,여성,40대,3천만원이하,2020-03-02,8,21406301,natural,natural,natural,natural
608,기존,남성,40대,1억원초과,2020-03-02,20,235479831,natural,natural,natural,natural
609,기존,남성,50대,1천만원이하,2020-03-02,5,1086494,natural,natural,natural,natural
610,기존,남성,20대이하,1천만원이하,2020-03-02,5,8071217,natural,natural,natural,natural
611,신규,남성,40대,1천만원이하,2020-10-08,0,9100819,natural,natural,natural,natural
612,기존,남성,50대,1천만원이하,2020-03-02,4,3003125,natural,natural,natural,natural
613,기존,남성,50대,1천만원이하,2020-03-02,5,1700144,natural,natural,natural,natural
614,기존,남성,50대,1천만원이하,2020-03-02,1,2578769,natural,natural,natural,natural
615,기존,남성,40대,1천만원이하,2020-03-02,3,7901003,natural,natural,natural,natural
616,신규,여성,50대,1천만원이하,2020-10-07,0,7895721,natural,natural,natural,natural
617,기존,여성,40대,3천만원이하,2020-03-02,6,21776119,natural,natural,natural,natural
618,신규,여성,40대,1천만원이하,2020-03-19,0,1042747,natural,natural,natural,natural
619,신규,여성,60대이상,1억원이하,2020-10-06,0,99104553,natural,natural,natural,natural
620,신규,남성,50대,1천만원이하,2020-07-06,0,5700922,natural,natural,natural,natural
621,기존,남성,60대이상,3천만원이하,2020-03-02,11,13249193,natural,natural,natural,natural
622,기존,남성,60대이상,1억원이하,2020-03-02,6,53918900,natural,natural,natural,natural
623,신규,남성,30대,3천만원이하,2020-07-28,0,23852650,natural,natural,natural,natural
624,기존,남성,40대,1천만원이하,2020-03-02,5,6275946,natural,natural,natural,natural
625,기존,남성,40대,1천만원이하,2020-03-02,5,6971094,natural,natural,natural,natural
626,기존,남성,20대이하,1억원이하,2020-03-02,8,46864597,natural,natural,natural,natural
627,기존,남성,30대,1억원초과,2020-03-02,11,144195821,natural,natural,natural,natural
628,기존,여성,40대,3천만원이하,2020-03-02,9,16222743,natural,natural,natural,natural
629,기존,남성,50대,1천만원이하,2020-03-02,3,7446519,natural,natural,natural,natural
630,기존,남성,30대,1억원초과,2020-03-02,19,221842447,natural,natural,natural,natural
631,신규,남성,50대,1천만원이하,2020-09-25,0,5155800,natural,natural,natural,natural
632,신규,남성,20대이하,1천만원이하,2020-03-13,0,5763355,natural,natural,natural,natural
633,신규,여성,50대,1억원이하,2020-09-09,0,76797198,natural,natural,natural,natural
634,기존,남성,20대이하,1억원이하,2020-03-02,12,61279129,natural,natural,natural,natural
635,기존,남성,20대이하,1억원초과,2020-03-02,19,155718163,natural,natural,natural,natural
636,기존,남성,20대이하,1억원초과,2020-03-02,14,159995304,natural,natural,natural,natural
637,신규,남성,30대,1천만원이하,2020-05-20,0,1846369,natural,natural,natural,natural
638,기존,남성,20대이하,1억원이하,2020-03-02,7,34944759,natural,natural,natural,natural
639,기존,여성,50대,1천만원이하,2020-03-02,3,4832061,natural,natural,natural,natural
640,기존,남성,40대,1억원초과,2020-03-02,16,248130985,natural,natural,natural,natural
641,기존,여성,30대,1천만원이하,2020-03-02,3,5187093,natural,natural,natural,natural
642,신규,남성,30대,3천만원이하,2020-10-20,0,26268166,natural,natural,natural,natural
643,기존,남성,40대,1천만원이하,2020-03-02,6,8690752,natural,natural,natural,natural
644,기존,여성,50대,1억원이하,2020-03-02,12,87517100,natural,natural,natural,natural
645,기존,남성,50대,1억원이하,2020-03-02,10,96641410,natural,natural,natural,natural
646,기존,여성,50대,1천만원이하,2020-03-02,2,4175927,natural,natural,natural,natural
647,기존,남성,60대이상,1억원이하,2020-03-02,3,92110405,natural,natural,natural,natural
648,기존,남성,50대,1천만원이하,2020-03-02,1,7793559,natural,natural,natural,natural
649,신규,남성,20대이하,1천만원이하,2020-04-02,0,5852109,natural,natural,natural,natural
650,신규,여성,40대,1천만원이하,2020-10-15,0,2251792,natural,natural,natural,natural
651,기존,여성,60대이상,1천만원이하,2020-03-02,4,5929924,natural,natural,natural,natural
652,기존,남성,30대,1천만원이하,2020-03-02,5,4063951,natural,natural,natural,natural
653,기존,남성,40대,1천만원이하,2020-03-02,1,1635883,natural,natural,natural,natural
654,신규,여성,30대,1천만원이하,2020-10-08,0,9586585,natural,natural,natural,natural
655,신규,여성,40대,3천만원이하,2020-09-18,0,16230483,natural,natural,natural,natural
656,기존,남성,40대,3천만원이하,2020-03-02,5,19680503,natural,natural,natural,natural
657,기존,남성,60대이상,3천만원이하,2020-03-02,9,29173258,natural,natural,natural,natural
658,기존,남성,30대,1억원초과,2020-03-02,10,243495247,natural,natural,natural,natural
659,신규,남성,30대,1천만원이하,2020-10-20,0,3000951,natural,natural,natural,natural
660,기존,남성,40대,1억원초과,2020-03-02,14,176118339,natural,natural,natural,natural
661,기존,남성,50대,1천만원이하,2020-03-02,4,2681338,natural,natural,natural,natural
662,기존,남성,50대,1천만원이하,2020-03-02,2,6049868,natural,natural,natural,natural
663,신규,남성,30대,1천만원이하,2020-03-11,0,4255411,natural,natural,natural,natural
664,기존,여성,30대,1천만원이하,2020-03-02,3,9594672,natural,natural,natural,natural
665,기존,남성,50대,1천만원이하,2020-03-02,6,4814655,natural,natural,natural,natural
666,기존,여성,30대,1억원이하,2020-03-02,10,36465010,natural,natural,natural,natural
667,신규,남성,40대,1천만원이하,2020-09-07,0,5650118,natural,natural,natural,natural
668,기존,남성,30대,1천만원이하,2020-03-02,3,7742950,natural,natural,natural,natural
669,신규,여성,20대이하,1천만원이하,2020-09-14,0,9497145,natural,natural,natural,natural
670,신규,여성,20대이하,1천만원이하,2020-10-05,0,5139736,natural,natural,natural,natural
671,기존,여성,30대,1억원이하,2020-03-02,11,41285884,natural,natural,natural,natural
672,신규,남성,40대,1천만원이하,2020-06-05,0,2738102,natural,natural,natural,natural
673,기존,남성,40대,3천만원이하,2020-03-02,6,19724971,natural,natural,natural,natural
674,기존,남성,30대,1억원이하,2020-03-02,10,35130214,natural,natural,natural,natural
675,기존,남성,40대,1천만원이하,2020-03-02,2,7216312,natural,natural,natural,natural
676,신규,남성,30대,1천만원이하,2020-03-16,0,7556145,natural,natural,natural,natural
677,기존,여성,30대,1억원이하,2020-03-02,7,68795412,natural,natural,natural,natural
678,기존,여성,20대이하,3천만원이하,2020-03-02,8,25820330,natural,natural,natural,natural
679,신규,여성,20대이하,1천만원이하,2020-03-27,0,2641713,natural,natural,natural,natural
680,신규,여성,60대이상,1천만원이하,2020-09-11,0,5461288,natural,natural,natural,natural
681,기존,남성,50대,1억원초과,2020-03-02,14,195382813,natural,natural,natural,natural
682,기존,남성,50대,3천만원이하,2020-03-02,5,17754148,natural,natural,natural,natural
683,기존,남성,30대,1천만원이하,2020-03-02,2,2442016,natural,natural,natural,natural
684,기존,남성,30대,1억원이하,2020-03-02,6,45959101,natural,natural,natural,natural
685,기존,여성,30대,1천만원이하,2020-03-02,6,5958047,natural,natural,natural,natural
686,기존,남성,50대,1천만원이하,2020-03-02,2,8727467,natural,natural,natural,natural
687,신규,남성,20대이하,1천만원이하,2020-03-26,0,1342867,natural,natural,natural,natural
688,기존,남성,30대,3천만원이하,2020-03-02,6,13240583,natural,natural,natural,natural
689,기존,여성,60대이상,1천만원이하,2020-03-02,5,4910110,natural,natural,natural,natural
690,기존,남성,40대,1천만원이하,2020-03-02,2,2575901,natural,natural,natural,natural
691,기존,남성,50대,1억원이하,2020-03-02,11,77649456,natural,natural,natural,natural
692,신규,여성,30대,1천만원이하,2020-03-16,0,6409092,natural,natural,natural,natural
693,기존,남성,20대이하,3천만원이하,2020-03-02,8,12849402,natural,natural,natural,natural
694,신규,여성,40대,1천만원이하,2020-05-12,0,5633525,natural,natural,natural,natural
695,기존,남성,30대,1천만원이하,2020-03-02,4,4679068,natural,natural,natural,natural
696,기존,남성,40대,1억원이하,2020-03-02,8,48826370,natural,natural,natural,natural
697,기존,남성,40대,1억원초과,2020-03-02,14,163654676,natural,natural,natural,natural
698,기존,여성,50대,1억원이하,2020-03-02,10,49257814,natural,natural,natural,natural
699,신규,여성,20대이하,1천만원이하,2020-07-16,0,6159948,natural,natural,natural,natural
700,기존,남성,50대,3천만원이하,2020-03-02,6,12058029,natural,natural,natural,natural
701,기존,남성,50대,3천만원이하,2020-03-02,6,24606503,natural,natural,natural,natural
702,기존,여성,30대,1천만원이하,2020-03-02,2,3501101,natural,natural,natural,natural
703,신규,남성,20대이하,1천만원이하,2020-08-14,0,8276395,natural,natural,natural,natural
704,기존,남성,30대,1억원이하,2020-03-02,14,38302366,natural,natural,natural,natural
705,기존,남성,50대,1천만원이하,2020-03-02,2,7663486,natural,natural,natural,natural
706,신규,여성,50대,1천만원이하,2020-03-09,0,5301207,natural,natural,natural,natural
707,기존,남성,60대이상,1억원초과,2020-03-02,22,243739314,natural,natural,natural,natural
708,신규,여성,40대,1천만원이하,2020-10-13,0,2080789,natural,natural,natural,natural
709,기존,남성,40대,1천만원이하,2020-03-02,5,8072746,natural,natural,natural,natural
710,신규,여성,50대,1천만원이하,2020-04-29,0,7940497,natural,natural,natural,natural
711,기존,여성,40대,1억원초과,2020-03-02,11,261119275,natural,natural,natural,natural
712,기존,여성,50대,1억원초과,2020-03-02,11,284646385,natural,natural,natural,natural
713,기존,여성,30대,3천만원이하,2020-03-02,4,19405550,natural,natural,natural,natural
714,기존,여성,30대,1천만원이하,2020-03-02,3,2459153,natural,natural,natural,natural
715,기존,남성,30대,1억원이하,2020-03-02,5,97677100,natural,natural,natural,natural
716,기존,남성,40대,3천만원이하,2020-03-02,4,15684705,natural,natural,natural,natural
717,기존,남성,40대,1천만원이하,2020-03-02,3,6706175,natural,natural,natural,natural
718,신규,남성,30대,1천만원이하,2020-10-13,0,9723170,natural,natural,natural,natural
719,신규,여성,30대,1천만원이하,2020-03-04,0,5567173,natural,natural,natural,natural
720,기존,여성,50대,1억원초과,2020-03-02,14,235642672,natural,natural,natural,natural
721,신규,여성,60대이상,1천만원이하,2020-10-27,0,6116265,natural,natural,natural,natural
722,기존,여성,50대,1억원이하,2020-03-02,15,44191040,natural,natural,natural,natural
723,기존,여성,30대,1억원초과,2020-03-02,16,203112391,natural,natural,natural,natural
724,기존,남성,30대,1천만원이하,2020-03-02,2,9830941,natural,natural,natural,natural
725,기존,여성,50대,1천만원이하,2020-03-02,2,9581971,natural,natural,natural,natural
726,기존,여성,50대,3천만원이하,2020-03-02,8,21025287,natural,natural,natural,natural
727,기존,남성,60대이상,1천만원이하,2020-03-02,2,6296797,natural,natural,natural,natural
728,기존,남성,30대,1천만원이하,2020-03-02,3,5892289,natural,natural,natural,natural
729,신규,여성,40대,1천만원이하,2020-09-03,0,8415764,natural,natural,natural,natural
730,신규,남성,30대,1억원초과,2020-10-29,0,144463915,natural,natural,natural,natural
731,신규,여성,30대,1천만원이하,2020-10-29,0,2628233,natural,natural,natural,natural
732,신규,여성,20대이하,1천만원이하,2020-10-16,0,3776687,natural,natural,natural,natural
733,기존,여성,50대,3천만원이하,2020-03-02,7,28198171,natural,natural,natural,natural
734,기존,남성,40대,3천만원이하,2020-03-02,14,22960608,natural,natural,natural,natural
735,신규,여성,20대이하,3천만원이하,2020-03-19,0,24849938,natural,natural,natural,natural
736,기존,여성,30대,1억원초과,2020-03-02,16,118291656,natural,natural,natural,natural
737,신규,여성,20대이하,1억원이하,2020-05-08,0,78120580,natural,natural,natural,natural
738,신규,여성,60대이상,1천만원이하,2020-04-02,0,7195842,natural,natural,natural,natural
739,기존,여성,40대,1천만원이하,2020-03-02,1,1898919,natural,natural,natural,natural
740,기존,남성,40대,3천만원이하,2020-03-02,12,15838846,natural,natural,natural,natural
741,기존,여성,50대,3천만원이하,2020-03-02,5,23714252,natural,natural,natural,natural
742,신규,여성,20대이하,1천만원이하,2020-10-13,0,2015976,natural,natural,natural,natural
743,기존,여성,30대,1천만원이하,2020-03-02,2,4300483,natural,natural,natural,natural
744,신규,여성,30대,1천만원이하,2020-03-27,0,7534993,natural,natural,natural,natural
745,기존,남성,40대,1천만원이하,2020-03-02,4,4425296,natural,natural,natural,natural
746,기존,남성,30대,1천만원이하,2020-03-02,5,3864819,natural,natural,natural,natural
747,기존,남성,50대,1억원이하,2020-03-02,8,96348768,natural,natural,natural,natural
748,신규,여성,20대이하,1천만원이하,2020-04-01,0,5594471,natural,natural,natural,natural
749,기존,남성,50대,3천만원이하,2020-03-02,3,23283146,natural,natural,natural,natural
750,기존,여성,50대,3천만원이하,2020-03-02,7,20347868,natural,natural,natural,natural
751,기존,여성,40대,3천만원이하,2020-03-02,5,24173536,natural,natural,natural,natural
752,신규,여성,20대이하,3천만원이하,2020-03-19,0,16127896,natural,natural,natural,natural
753,기존,여성,40대,3천만원이하,2020-03-02,7,23091822,natural,natural,natural,natural
754,기존,남성,40대,1억원이하,2020-03-02,7,32265390,natural,natural,natural,natural
755,기존,남성,50대,1억원이하,2020-03-02,6,53584006,natural,natural,natural,natural
756,기존,여성,40대,3천만원이하,2020-03-02,5,19744068,natural,natural,natural,natural
757,신규,남성,50대,1천만원이하,2020-03-20,0,3826419,natural,natural,natural,natural
758,기존,남성,30대,3천만원이하,2020-03-02,9,16629945,natural,natural,natural,natural
759,기존,남성,50대,3천만원이하,2020-03-02,6,12386750,natural,natural,natural,natural
760,기존,남성,50대,1천만원이하,2020-03-02,6,4510502,natural,natural,natural,natural
761,신규,여성,30대,1억원초과,2020-10-26,0,224913249,natural,natural,natural,natural
762,기존,남성,60대이상,1억원이하,2020-03-02,11,89873456,natural,natural,natural,natural
763,기존,남성,30대,1억원이하,2020-03-02,13,52773420,natural,natural,natural,natural
764,기존,남성,30대,3천만원이하,2020-03-02,9,18328882,natural,natural,natural,natural
765,기존,여성,20대이하,1천만원이하,2020-03-02,3,3192154,natural,natural,natural,natural
766,기존,남성,60대이상,1천만원이하,2020-03-02,4,7985533,natural,natural,natural,natural
767,신규,여성,60대이상,1천만원이하,2020-10-29,0,8001326,natural,natural,natural,natural
768,기존,남성,40대,1천만원이하,2020-03-02,3,7774165,natural,natural,natural,natural
769,기존,남성,30대,3천만원이하,2020-03-02,8,11870093,natural,natural,natural,natural
770,신규,여성,30대,1천만원이하,2020-05-20,0,5644945,natural,natural,natural,natural
771,신규,여성,30대,1천만원이하,2020-10-08,0,2885653,natural,natural,natural,natural
772,기존,남성,50대,1억원이하,2020-03-02,9,35911819,natural,natural,natural,natural
773,기존,여성,40대,1천만원이하,2020-03-02,2,3955934,natural,natural,natural,natural
774,기존,남성,30대,1천만원이하,2020-03-02,5,2457845,natural,natural,natural,natural
775,기존,여성,40대,1억원이하,2020-03-02,9,62007849,natural,natural,natural,natural
776,기존,여성,50대,1억원초과,2020-03-02,10,236463544,natural,natural,natural,natural
777,기존,남성,40대,1천만원이하,2020-03-02,5,7244597,natural,natural,natural,natural
778,신규,남성,20대이하,3천만원이하,2020-07-14,0,16279744,natural,natural,natural,natural
779,신규,남성,40대,1천만원이하,2020-08-11,0,7107649,natural,natural,natural,natural
780,기존,여성,50대,1천만원이하,2020-03-02,3,8471355,natural,natural,natural,natural
781,신규,여성,30대,1천만원이하,2020-05-19,0,6875410,natural,natural,natural,natural
782,기존,남성,50대,1천만원이하,2020-03-02,3,3408166,natural,natural,natural,natural
783,기존,남성,40대,1천만원이하,2020-03-02,3,4960248,natural,natural,natural,natural
784,기존,여성,30대,1억원이하,2020-03-02,11,53717627,natural,natural,natural,natural
785,기존,남성,40대,1억원이하,2020-03-02,9,41177757,natural,natural,natural,natural
786,기존,여성,30대,3천만원이하,2020-03-02,8,18803772,natural,natural,natural,natural
787,기존,남성,50대,3천만원이하,2020-03-02,5,11829743,natural,natural,natural,natural
788,기존,남성,50대,3천만원이하,2020-03-02,6,19279964,natural,natural,natural,natural
789,기존,남성,30대,3천만원이하,2020-03-02,8,26624708,natural,natural,natural,natural
790,기존,남성,40대,1억원초과,2020-03-02,16,173642015,natural,natural,natural,natural
791,기존,남성,40대,3천만원이하,2020-03-02,9,17138819,natural,natural,natural,natural
792,신규,남성,20대이하,3천만원이하,2020-09-25,0,13081773,natural,natural,natural,natural
793,신규,남성,50대,3천만원이하,2020-04-03,0,17065886,natural,natural,natural,natural
794,기존,여성,40대,3천만원이하,2020-03-02,13,21572929,natural,natural,natural,natural
795,기존,남성,40대,3천만원이하,2020-03-02,4,21042899,natural,natural,natural,natural
796,신규,남성,50대,1천만원이하,2020-04-08,0,8077283,natural,natural,natural,natural
797,기존,남성,50대,1억원이하,2020-03-02,7,37050617,natural,natural,natural,natural
798,신규,남성,40대,3천만원이하,2020-08-10,0,12978254,natural,natural,natural,natural
799,신규,여성,30대,1억원초과,2020-03-30,0,200741065,natural,natural,natural,natural
800,신규,남성,20대이하,1천만원이하,2020-06-24,0,6129535,natural,natural,natural,natural
801,기존,남성,60대이상,1천만원이하,2020-03-02,2,6155525,natural,natural,natural,natural
802,기존,여성,50대,3천만원이하,2020-03-02,6,13067733,natural,natural,natural,natural
803,기존,남성,40대,1천만원이하,2020-03-02,1,3235697,natural,natural,natural,natural
804,기존,남성,40대,1천만원이하,2020-03-02,4,5153537,natural,natural,natural,natural
805,신규,남성,30대,1천만원이하,2020-10-26,0,3963569,natural,natural,natural,natural
806,기존,남성,40대,1천만원이하,2020-03-02,1,7812252,natural,natural,natural,natural
807,기존,남성,50대,1억원초과,2020-03-02,18,202425849,natural,natural,natural,natural
808,신규,남성,50대,1천만원이하,2020-03-09,0,4656806,natural,natural,natural,natural
809,기존,여성,40대,1억원초과,2020-03-02,12,149022140,natural,natural,natural,natural
810,기존,남성,30대,3천만원이하,2020-03-02,5,10265683,natural,natural,natural,natural
811,기존,남성,50대,1천만원이하,2020-03-02,3,7414320,natural,natural,natural,natural
812,기존,남성,40대,1억원이하,2020-03-02,7,60913686,natural,natural,natural,natural
813,기존,여성,30대,1천만원이하,2020-03-02,4,8115966,natural,natural,natural,natural
814,기존,여성,30대,3천만원이하,2020-03-02,3,28725362,natural,natural,natural,natural
815,기존,여성,50대,3천만원이하,2020-03-02,4,18298662,natural,natural,natural,natural
816,기존,남성,60대이상,1억원이하,2020-03-02,9,45963630,natural,natural,natural,natural
817,기존,남성,30대,1천만원이하,2020-03-02,1,3509025,natural,natural,natural,natural
818,기존,남성,50대,3천만원이하,2020-03-02,6,25256427,natural,natural,natural,natural
819,신규,여성,20대이하,1천만원이하,2020-03-19,0,3142487,natural,natural,natural,natural
820,기존,여성,40대,1천만원이하,2020-03-02,2,6275144,natural,natural,natural,natural
821,기존,남성,40대,1억원초과,2020-03-02,14,103866633,natural,natural,natural,natural
822,기존,여성,40대,1억원이하,2020-03-02,11,35704431,natural,natural,natural,natural
823,신규,여성,30대,1천만원이하,2020-10-14,0,3266897,natural,natural,natural,natural
824,기존,남성,60대이상,1천만원이하,2020-03-02,5,4674025,natural,natural,natural,natural
825,기존,남성,40대,1천만원이하,2020-03-02,4,7489156,natural,natural,natural,natural
826,기존,남성,50대,1천만원이하,2020-03-02,2,3691656,natural,natural,natural,natural
827,기존,남성,40대,1억원이하,2020-03-02,9,38045456,natural,natural,natural,natural
828,신규,남성,40대,1천만원이하,2020-03-13,0,3464286,natural,natural,natural,natural
829,기존,남성,30대,3천만원이하,2020-03-02,5,22238222,natural,natural,natural,natural
830,기존,여성,50대,1천만원이하,2020-03-02,2,8769800,natural,natural,natural,natural
831,기존,남성,50대,1천만원이하,2020-03-02,4,1863811,natural,natural,natural,natural
832,기존,여성,30대,3천만원이하,2020-03-02,9,13822046,natural,natural,natural,natural
833,신규,남성,40대,1천만원이하,2020-04-07,0,6851932,natural,natural,natural,natural
834,기존,남성,50대,1억원이하,2020-03-02,15,84419412,natural,natural,natural,natural
835,신규,여성,20대이하,1천만원이하,2020-10-19,0,9447194,natural,natural,natural,natural
836,기존,남성,20대이하,1천만원이하,2020-03-02,1,4316058,natural,natural,natural,natural
837,기존,남성,30대,3천만원이하,2020-03-02,9,21359847,natural,natural,natural,natural
838,기존,남성,40대,1억원이하,2020-03-02,7,89353344,natural,natural,natural,natural
839,기존,남성,50대,1천만원이하,2020-03-02,5,4919881,natural,natural,natural,natural
840,신규,남성,40대,1천만원이하,2020-09-10,0,3055823,natural,natural,natural,natural
841,기존,남성,60대이상,3천만원이하,2020-03-02,6,14923498,natural,natural,natural,natural
842,기존,남성,40대,1천만원이하,2020-03-02,2,8633336,natural,natural,natural,natural
843,기존,여성,30대,1천만원이하,2020-03-02,2,2389434,natural,natural,natural,natural
844,신규,여성,20대이하,1억원이하,2020-04-01,0,84546240,natural,natural,natural,natural
845,신규,여성,30대,1천만원이하,2020-03-13,0,9350590,natural,natural,natural,natural
846,신규,여성,30대,1억원이하,2020-04-13,0,76375599,natural,natural,natural,natural
847,기존,남성,40대,1억원초과,2020-03-02,13,121959778,natural,natural,natural,natural
848,기존,남성,50대,1억원이하,2020-03-02,11,39501918,natural,natural,natural,natural
849,기존,남성,50대,1억원이하,2020-03-02,14,74220195,natural,natural,natural,natural
850,기존,남성,30대,1천만원이하,2020-03-02,3,5326756,natural,natural,natural,natural
851,기존,남성,40대,3천만원이하,2020-03-02,6,14756036,natural,natural,natural,natural
852,기존,남성,40대,1천만원이하,2020-03-02,3,6461341,natural,natural,natural,natural
853,기존,남성,50대,1억원이하,2020-03-02,11,59601706,natural,natural,natural,natural
854,기존,남성,60대이상,1천만원이하,2020-03-02,1,1112788,natural,natural,natural,natural
855,신규,여성,30대,1천만원이하,2020-04-21,0,5427835,natural,natural,natural,natural
856,기존,여성,50대,1억원이하,2020-03-02,8,71940241,natural,natural,natural,natural
857,기존,남성,60대이상,1억원이하,2020-03-02,15,49358824,natural,natural,natural,natural
858,신규,남성,40대,1억원이하,2020-10-14,0,50717752,natural,natural,natural,natural
859,기존,남성,30대,1천만원이하,2020-03-02,3,9221622,natural,natural,natural,natural
860,기존,남성,20대이하,1천만원이하,2020-03-02,1,9718547,natural,natural,natural,natural
861,신규,여성,60대이상,1천만원이하,2020-10-29,0,1125293,natural,natural,natural,natural
862,기존,남성,30대,3천만원이하,2020-03-02,9,26006395,natural,natural,natural,natural
863,기존,남성,50대,1억원이하,2020-03-02,10,52784375,natural,natural,natural,natural
864,기존,남성,20대이하,1천만원이하,2020-03-02,2,4471210,natural,natural,natural,natural
865,신규,남성,40대,1천만원이하,2020-10-13,0,1167537,natural,natural,natural,natural
866,신규,남성,20대이하,1억원이하,2020-10-22,0,68347210,natural,natural,natural,natural
867,기존,여성,40대,1억원초과,2020-03-02,13,240150900,natural,natural,natural,natural
868,기존,여성,60대이상,1천만원이하,2020-03-02,1,8387031,natural,natural,natural,natural
869,신규,남성,30대,1천만원이하,2020-10-23,0,8434451,natural,natural,natural,natural
870,기존,여성,20대이하,1천만원이하,2020-03-02,2,3950012,natural,natural,natural,natural
871,기존,여성,40대,1억원이하,2020-03-02,14,69681143,natural,natural,natural,natural
872,신규,남성,30대,1천만원이하,2020-10-20,0,3180555,natural,natural,natural,natural
873,신규,여성,30대,1천만원이하,2020-10-23,0,1883501,natural,natural,natural,natural
874,신규,여성,40대,1천만원이하,2020-10-28,0,4141033,natural,natural,natural,natural
875,신규,남성,30대,1천만원이하,2020-03-18,0,1751147,natural,natural,natural,natural
876,신규,남성,50대,1천만원이하,2020-04-27,0,4065871,natural,natural,natural,natural
877,기존,남성,30대,1천만원이하,2020-03-02,1,2144980,natural,natural,natural,natural
878,기존,남성,30대,1억원이하,2020-03-02,7,49768785,natural,natural,natural,natural
879,신규,여성,20대이하,1억원이하,2020-04-07,0,61475451,natural,natural,natural,natural
880,기존,남성,20대이하,1억원이하,2020-03-02,8,83792195,natural,natural,natural,natural
881,기존,여성,30대,3천만원이하,2020-03-02,7,27842108,natural,natural,natural,natural
882,신규,여성,50대,1천만원이하,2020-09-09,0,3769383,natural,natural,natural,natural
883,기존,남성,60대이상,1천만원이하,2020-03-02,3,9336984,natural,natural,natural,natural
